Manufacturer,Model,Description,Barrel Compression Cutoff (psi),Date Added
Monsta,24SPAT2,24 Torch,950,6/20/2024
Monsta,24SPASA2F,24 ASANA,1050,8/21/2024
Monsta,24SPASA2T,25 ASANA,1050,8/21/2024
Monsta,24SPBAPA2BS,24 OATH,950,10/2/2024
Monsta,24SPBAPA2T,24 OATH,1050,10/2/2024
Monsta,24SPBSA2,24 Black Sheep,950,9/6/2024
Monsta,24SPCA2T,24 SURRENDER,1050,11/11/2024
Monsta,24SPFTA2,24 Fathlete,1100,1/30/2025
Monsta,24SPFTA2F,24 FIRE TORCH,1050,10/14/2024
Monsta,24SPFTA2T,24 FIRE TORCH,1050,10/14/2024
Monsta,24SPFAT2,24 Fathlete,950,1/30/2025
Monsta,24SPGTA2F,24 Goosetwon,1050,8/14/2024
Monsta,24SPGTA2T,25 Goosetwon,1050,8/14/2024
Monsta,24SPITA2F,24 ICE TORCH,1050,10/14/2024
Monsta,24SPITA2T,24 ICE TORCH,1050,10/14/2024
Monsta,24SPKODA2,2024 King of Diamonds,950,3/19/2024
Monsta,24SPKOD2A2,2024 King of Diamonds,1050,12/22/2023
Monsta,24SPLEBA2T,24 Let'er Buck,1050,4/8/2024
Monsta,24SPLPA2T,24LP53,1100,8/14/2024
Monsta,24SPLPAT2,24LP53,950,8/14/2024
Monsta,24SPMSA2T,24 Moon Shot,1050,8/14/2024
Monsta,24SPOYA2F,24 OYATE,1050,8/21/2024
Monsta,24SPOYA2T,25 OYATE,1050,8/21/2024
Monsta,24SPPA2T,24 Prestige,1100,1/31/2025
Monsta,24SPPPA2BS,24Premier Punch,950,9/6/2024
Monsta,24SPPPA2T,24Premier Punch,950,9/6/2024
Monsta,24SPSASA2T,24 Sasto,1050,4/8/2024
Monsta,24SPSBA1,SB-1,950,12/22/2023
Monsta,24SPSBA2,SB-2,1100,1/20/2024
Monsta,24SPTA2,24 Torch,1100,7/22/2024
Monsta,24SPWDA2F,24 4TF WOODY,1050,10/2/2024
Monsta,24SPWDA2T,24 4TF WOODY,1050,10/2/2024
Monsta,24SPWTPA2T,24 We the People,1050,8/14/2024
Monsta,25FPFL2,FAST PITCH FULCRUM,1350,2/25/2025
Monsta,25FPRMB2,25 ROW MY BOAT,1050,1/27/2026
Monsta,25FPTC2,25 FP TORCH,1050,4/16/2025
Monsta,25SPADCA1,1PC DISCOMBOBULATED,1000,2/25/2025
Monsta,25SPADCA2,2PC DISCOMBOBULATED,950,2/25/2025
Monsta,25SPBPA2K,25 BLUEPRINT,1050,1/27/2026
Monsta,25SPBPA2T,25 BLUEPRINT,1100,1/27/2026
Monsta,25SPBSA2,EHP BLACK SHEEP,950,2/25/2025
Monsta,25SPCLKA1S,EHP CLACK ADDICT 1 PC,1050,3/3/2025
Monsta,25SPCLKA2T,EHP CLACK ADDICT 2 PC,1100,3/3/2025
Monsta,25SPDB44A1T,DB44 1PC MX,1000,2/25/2025
Monsta,25SPDB44A2T,DB44 2PC MX,1100,3/3/2025
Monsta,25SPEHPA2T,EHP TORCH,1100,3/3/2025
Monsta,25SPGNA1,GET NUTZ 1 PC MX,1000,2/25/2025
Monsta,25SPGNA2,GET NUTZ 2 PC MX,1100,3/3/2025
Monsta,25SPGNA2BS,GET NUTZ 2,950,2/25/2025
Monsta,25SPHSA2,HELLSPAWN,950,2/25/2025
Monsta,25SPINFA2K,25 INFRARED,1050,1/27/2026
Monsta,25SPKODA2,GOLD KOD,1050,3/3/2025
Monsta,25SPLAZA1,LAZER 1PC MX,1000,2/25/2025
Monsta,25SPLCLKA2T,EHP LADY CLACK,1100,3/3/2025
Monsta,25SPMQA2F,25 McQUADES,1100,2/19/2026
Monsta,25SPMQA2K,25 McQUADES,1050,2/19/2026
Monsta,25SPMQA2T,25 McQUADES,1100,2/19/2026
Monsta,25SPRAAA1,1 PC ALLEGIANCE,1000,2/25/2025
Monsta,25SPRAAA2,2 PC ALLEGIANCE,1100,3/3/2025
Monsta,25SPRAFA1,1 PC FUEL,1000,2/25/2025
Monsta,25SPRAFA2,2 PC FUEL,950,3/3/2025
Monsta,25SPSBA1,25 SB-1,950,2/19/2026
Monsta,25SPSBA2,25 SB-2,1100,2/19/2026
Monsta,25SPTA1,1 PC MX TORCH,1000,2/25/2025
Monsta,25SPTA2,25 Torch,1000,6/20/2024
Monsta,25SPTBA2T,EHP THE BAT,1100,3/3/2025
Monsta,25SPTKOA2T,25 TKO TORCH,1100,6/24/2025
Monsta,25SPUSA1T,USA 1 PC TORCH,1000,2/25/2025
Monsta,25SPUSATA2,USA 2 PC TORCH,1100,6/4/2025
Monsta,25SPWTPA1T,WTP 1PC TORCH,1000,2/25/2025
Monsta,25SPWTPA2T,WTP 2PC TORCH,1100,3/3/2025
Monsta,26SPNEA2KOD,26 NO EVIL,1050,2/19/2026
Monsta,SP15DNALCA2,DNA,1100,7/31/2014
Monsta,SP15DNALCA2,DNA,1100,7/31/2014
Monsta,SP18BA1,Bombardier,1100,12/13/2017
Monsta,SP21HYPEA2,2021 Hype,1000,6/22/2021
Monsta,NEON1,Proton Series 2,1050,7/9/2023
Monsta,NEON2,Proton Series 2,1050,7/9/2023
Monsta,NEON2A,Proton Series 2,1050,7/9/2023
Monsta,NEON2B,Proton Series 2,1050,7/9/2023
Pure,MA6C-5153,Haloween Skybolt,1150,6/2/2024
Pure,MA6C-5193,2024 Skybolt Stock,1150,5/20/2024
Pure,MA6C-5347,2024 Skybolt Stock Version 1,1150,5/20/2024
Pure,MA66-5089,Blue Pearl - Limited Edition Skybolt,1150,6/2/2024
Pure,MA66-5129,Purple Pearl - Limited Edition Skybolt,1150,6/2/2024
Pure,MA66-5161,Haloween Skybolt,1150,6/2/2024
Pure,MB69-5575,Stock Ervine USA Bat,1250,8/29/2050
Pure,MB69-6097,"USA Ervine 12""SP",1250,8/29/2050
Pure,MB69-6117,Custom Ervine,1250,8/29/2050
Pure,ME83-5135,2024 Hellfire-Stock,1150,5/20/2024
Pure,ME83-5275,Kraken Hellfire,1150,5/20/2024
Pure,ME83-5309,Sugar Skull Hellfire,1150,5/20/2024
Pure,ME83-5353,Custom MS Hellfire,1150,5/20/2024
Pure,ME83-5409,KW Blue Hellfire,1150,7/18/2024
Pure,ME83-5411,Lighting Effect Custom Hellfire,1150,7/18/2024
Pure,ME83-5415,TT Hellfire,1150,7/18/2024
Pure,ME83-5421,Custom Weekend Warrior Hellfire,1150,7/18/2024
Pure,ME83-5423,Custom KW Blue Hellfire,1150,7/18/2024
Pure,ME83-5431,Paul Laney Tournament Rise Up,1150,5/20/2024
Pure,MFE6-5089,Blue Pearl - Limited Edition Skybolt,1150,5/20/2024
Pure,MFE6-5129,Purple Pearl - Limited Edition Skybolt,1150,5/20/2024
Pure,MFE6-5153,Halloween Friday 13th - Skybolt,1150,5/20/2024
Pure,MFE6-5161,Halloween Elm Skybolt,1150,5/20/2024
Pure,MZX7,EVIL,1150,4/22/2023
Pure,MZX8-4907,4907 Evil Sport - Balance Rise up,1250,6/2/2024
Pure,MZX8-4908,4909 Evil Sport - Load Rise up,1250,6/2/2024
Pure,MZX8-6106,SIDEWINDER White Evil Cartoon Diablo,1250,8/28/2025
Pure,M1A4-5533,Stock Lambright USA,1250,8/28/2025
Pure,M1A4-6108,Custom Lambright,1250,8/28/2025
Pure,M-3C7,Pure Siteman Pinkout ASA,1150,6/2/2024
Pure,M4E9,Ripp3r,1150,4/22/2023
Pure,M4E9-4939,LP Ripper ASA-Green/Yellow Flames,1150,5/20/2024
Pure,M4E9-5007,LP Joker Ripper,1150,5/20/2024
Pure,M307-4907,4907 Evil Sport-Cartoon Devil-Balanced,1250,5/20/2024
Pure,M307-4909,4909 Evil Sports Cartoon Devil Evil Load,1250,5/20/2024
Pure,M307-5679,Black Autism Custom Sidewinder,1250,8/29/2025
Pure,M307-6032,GS Sports USA - Mystic Custom Sidewinder,1250,8/29/2025
Pure,M307-6049,Sidewinder Custom,1250,8/29/2025
Pure,M307-6050,5,1250,8/29/2025
Pure,M307-6053,Custom Sidewinder - Revolution,1250,8/29/2025
Pure,M307-6064,Custom Sidewinder - Revolution,1250,8/29/2025
Pure,M307-6075,Custom Sidewinder,1250,8/29/2025
Pure,M307-6076,"Sidewinder Bombing 12""",1250,8/29/2025
Pure,M307-6084,25,1250,8/29/2025
Pure,M307-6086,"Arlis Miller Signature 12"" RoofX",1250,8/29/2025
Pure,M307-6087,"Kyle Miller Signature 12"" RoofX",1250,8/29/2025
Pure,M307-6088,"Joey Miller Signature 12"" RoofX",1250,8/29/2025
Pure,M307-6089,"JoJo Bennett Signature 12"" RoofX",1250,8/29/2025
Pure,M307-6100,Sidewinder Custom Border Battle Bats,1250,8/29/2025
Pure,M307-6110,Custom Sidewinder,1250,8/29/2025
Pure,M307-6111,Sidewinder Northrup Grumman,1250,8/29/2025
Pure,M369-5055,Pure Siteman Pinkout ASA,1150,5/20/2024
Pure,M565,Hell Fire,1150,10/6/2022
Pure,M565-1,JERICHO,1150,4/22/2023
Pure,M565-3503,Hellfire - Stock,1150,5/20/2024
Pure,M565-4521,NAGAAA New Orleans ASA,1150,5/20/2024
Pure,M565-4793,Revolution Athletics Hellfire,1150,5/20/2024
Pure,M565-4999,LP USA Themed Ripper,1150,5/20/2024
Pure,M565-5087,Blue Pearl - Limited Eddition Skybolt,1150,5/20/2024
Pure,M565-5131,Blue Pearl - Limited Eddition Hellfire,1150,5/20/2024
Pure,M565-5151,Halloween Friday 13th - Hellfire,1150,5/20/2024
Pure,M565-5167,Order 34082-Custom Hellfire,1150,5/20/2024
Pure,M565-5197,Fathlete Hellfire,1150,5/20/2024
Pure,M565-5203,S43637 - Custom Hellfire,1150,8/28/2025
Pure,M565-5209,Order 34082-Custom Hellfire,1150,5/20/2024
Pure,M565-5223,Sand Manatee Hellfire,1150,5/20/2024
Pure,M565-5225,Special Flake Color,1150,5/20/2024
Pure,M565-5273,Order 35585 Custom Hellfire Blue Ballers,1150,5/20/2024
Pure,M565-5275,Kraken Hellfire,1150,6/2/2024
Pure,M565-5293,Toner Hellfire Custom w/#2,1150,5/20/2024
Pure,M565-5295,Toner Hellfire Custom w/#24,1150,5/20/2024
Pure,M565-5297,Toner Hellfire Custom w/#19,1150,5/21/2024
Pure,M565-5341,Sugar Skull Hellfire,1150,6/2/2024
Pure,M565-5353,Order 36792 - Custom MS Hellfire,1150,6/2/2024
Pure,M565-4521,NAGAAA New Orleans,1150,5/20/2024
Pure,M565-5421,37073 - Custom Hellfire,1150,6/2/2024
Pure,M565-5423,37074 - Custom Hellfire,1150,6/2/2024
Pure,M565-6010,S43399 - Custom Hellfire,1150,8/28/2025
Pure,M565-6016,S43399 - Custom Hellfire,1150,8/28/2025
Pure,M565-6038,S43653 - Custom Hellfire,1150,8/28/2025
Pure,M565-6052,Custom Hellfire,1150,8/28/2025
Pure,M565-6059,S43775 - Hellfire Custom,1150,8/28/2025
Pure,M565-6077,"Kylee Studioso - Revival 13""",1150,8/28/2025
Pure,M565-6090,Hellfire,1150,8/28/2025
Pure,M565-6101,Hellfire Custom Border Battle Bat for PKC,1150,8/28/2025
Pure,M565-6116,Orange/Pink Hellfire,1150,8/28/2025
Pure,M784,Sidewinder,1350,11/25/2022
Pure,M91B-5147,2024 Storm Shadow ASA Stock Bat,1150,5/20/2024
Pure,M91B-6070,024 Storm Shadow USA NL Stock 13in - USDM,1150,8/28/2025
Rawlings,FP1M10,Mantra -10,1100,2/17/2020
Rawlings,FP1M9,Mantra -9,1100,2/17/2020
Rawlings,FP4P10,Proto Composite Tech,1200,10/22/2023
Rawlings,RFP3M10,Mantra 2.0 (-10),1100,7/1/2022
Rawlings,RFP3M9,Mantra 2.0 (-9),1100,7/1/2022
Rawlings,RFP3MP9,Mantra Plus -9,1000,10/12/2022
Rawlings,RFP3MP10,Mantra Plus -10,1000,10/12/2022
Rawlings,RFP3MP11,MANTRA Plus-11,1000,10/12/2022
Rawlings,RFP4AM9,Mantra+ Jocylen Alo,1000,11/25/2022
Rawlings,RFP4AM10,Mantra+ Jocylen Alo,1000,11/25/2022
Rawlings,RFP4M9,Mantra 3.0 (-9),1200,11/21/2022
Rawlings,RFP4M10,Mantra 3.0 (-10),1200,11/18/2023
Rawlings,RFP5MR9,Mantra Reverse (-9),1000,7/18/2024
Rawlings,RFP5MR10,Mantra Reverse (-10),1000,7/18/2024
Rawlings,RFP5MR11,Mantra Reverse (-11),1000,8/20/2204
Rawlings,RFP5MRA9,Mantra Reverse ALO (-9),1000,3/6/2025
Rawlings,RFP5MRA10,Mantra Reverse AOL (-10),1000,7/18/2024
Rawlings,RFP6M9,Mantra (-9),1200,3/20/2025
Rawlings,RFP6M10,Mantra (-10),1200,3/20/2025
Rawlings,RFP6M11,Mantra (-11),1200,7/10/2025
Soldier,Sports,S-34-24-26-2 TANK,1100,5/4/2025
Soldier,Sports,S-34-25-26-2 TANK,1100,5/4/2025
Soldier,Sports,S-33-22-26-2 TANK,1100,5/4/2025
Victus,VSPVA2BA-25,Vandalized Purple,850,8/19/2025
Victus,VSPVA2BA-26,Vandalized Purple,850,8/19/2025
Victus,VSPVA2BA-27,Vandalized Purple,850,8/19/2025
Victus,VSPV2YA-25.5,Vibe USA Patriots,850,8/19/2025
Victus,VSPV2YA-26.5,Vibe USA Patriots,850,8/19/2025
Victus,VSPV2YA-27.5,Vibe USA Patriots,850,8/19/2025
Victus,VSPNP2BA-25,Victus Noen Pencil Pink,850,8/12/2025
Victus,VSPNP2BA-26,Victus Noen Pencil Pink,850,8/12/2025
Victus,VSPNP2BA-27,Victus Noen Pencil Pink,850,8/12/2025
Victus,VSPNP2BA-27.5,Victus Noen Pencil Pink,850,8/12/2025
Worth,125W3A,Launch Shorty,1300,8/2/2017
Worth,135W3A,Launch XL,1050,5/11/2017
Worth,SBLIBA,Liberty,1300,10/31/2016
Worth,W12XLA,EST XL,1050,1/21/2019
Worth,WBBL4A,Legit USA,1050,5/22/2018
Worth,WBBLGA,Legit Border Battle,1300,5/24/2017
Worth,WCC22A,The Grand XXL Cole Campbell,1050,4/15/2022
Worth,WCE12A,"EST COMP Balanced 12.5""",1050,12/13/2017
Worth,WCESBA,"EST COMP Balanced 13.5""",1300,12/13/2017
Worth,WCESMA,EST COMP XL,1300,12/13/2017
Worth,WE19BA,EST COMP,1300,1/21/2019
Worth,WE19MA,EST COMP XL,1300,1/21/2019
Worth,WESTBA,EST COMP,1300,11/23/2016
Worth,WESTRA,EST COMP,1300,11/23/2016
Worth,WESTZA,EST COMP,1300,11/23/2016
Worth,WFR22A,Freedom,1300,7/1/2022
Worth,WHARVA,Legit XL Ryan Harvey,1300,9/22/2017
Worth,WKR22A,KRECHER XL,1300,1/28/2022
Worth,WKRHMA,Wicked,1300,10/24/2018
Worth,WM20BA,Mach 1 Boss 302,1300,11/1/2019
Worth,WM20MA,Mach 1 Cobra Jet 428,1300,11/1/2019
Worth,WM21BA,Mach 1,1300,4/26/2021
Worth,WM21MA,Mach 1,1300,4/26/2021
Worth,WM22MA,MACH 1 428 Cobra Jet,1300,1/28/2022
Worth,WML21A,Melon,1050,4/26/2021
Worth,WRH20A,KRECHER - Ryan Harvey,1300,9/5/2019
Worth,WRH21A,KRECHER XL,1300,1/6/2021
Worth,WRH22A,KRECHER Ryan Harvey XL,1300,1/28/2022
Worth,WRH22A-01,KRECHER Ryan Harvey XL,1050,2/27/2023
Worth,WRHSAB,KRECHER Ryan Harvey XL,1300,4/15/2022
Worth,WSA3FRB,Freedom,1300,6/24/2023
Worth,WSA3KRL,Krecher,1300,2/6/2023
Worth,WSA3WML,Watermelon,1300,2/6/2023
Worth,WSA4PMBL-25,Bedlam,1050,2/4/2024
Worth,WSA4PMBL-26,Bedlam,1050,2/6/2024
Worth,WSA4PMBL-27,Bedlam,1050,2/6/2024
Worth,WSA52LB-26,2 LEGIT,1050,3/4/2025
Worth,WSA52LB-27,3 LEGIT,1050,3/4/2025
Worth,WSA5PMBL-25,Bedlam,1050,2/3/2025
Worth,WSA5PMBL-26,Bedlam,1050,2/3/2025
Worth,WSA5PMBL-27,Bedlam,1050,2/3/2025
Worth,WSA6JRBEDL-25,BEDLAM - Josh Riley,1100,11/14/2025
Worth,WSA6JRBEDL-26,BEDLAM - Josh Riley,1100,11/14/2025
Worth,WSA6JRBEDL-27,BEDLAM - Josh Riley,1100,11/14/2025
Worth,WSG22A,Supercell Gold,1300,1/28/2022
Worth,WSISMT,Mutation SIS,1300,3/21/2018
